centre_number,name,address,district,state,pincode,pincode_source,programmes,school_type,registered_on,website,source_url,captured_on
IN615,"Crescent School, Vandalur","CRESCENT SCHOOL (IN615), VANDALUR, CHENNAI - 600 048, TAMIILNADU, INDIA",CHENGALPATTU,TAMIL NADU,600048,board,Upper Secondary,Fully residential,2006-04-21,http://www.crescentschool.net/,https://connectedtot.com/find-a-cambridge-school/Details/crescent-school-vandalur/,2026-08-25
IN616,Taktse International School,"Taktse Estate, Penlong-Tintek Road, Pangthang, Past the S.A.P.E. Sikkim, India",EAST DISTRICT,SIKKIM,,,Primary / Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2007-01-31,http://www.taktse.org/,https://connectedtot.com/find-a-cambridge-school/Details/taktse-international-school/,2026-08-25
IN617,Gitanjali School,"Mayur Marg,Begumpet,Hyderabad, 500016",HYDERABAD,TELANGANA,500016,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2006-05-04,http://www.gitanjalischools.com/,https://connectedtot.com/find-a-cambridge-school/Details/gitanjali-school/,2026-08-25
IN623,Trinity International School,"Plot No. 247-248, Sion E, Mumbai, Maharashtra 400022",MUMBAI,MAHARASHTRA,400022,board,Primary / Lower Secondary / Upper Secondary,Day school,2006-05-23,https://pes-trinity.in/,https://connectedtot.com/find-a-cambridge-school/Details/trinity-international-school/,2026-08-25
IN633,Finland International School Thane,"Rd Number 27, C Wing, Shree Nagar, Thane West, Thane, Maharashtra 400604",THANE,MAHARASHTRA,400604,board,Lower Secondary / Upper Secondary / Advanced,Day school,2007-03-13,https://fis-thane.com/,https://connectedtot.com/find-a-cambridge-school/Details/finland-international-school-thane/,2026-08-25
IN636,"Heartfulness International School, Omega Branch","No. 79 Omega School Road, Kolapakkam, Chennai",CHENNAI,TAMIL NADU,600128,same_school_other_board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2007-04-02,http://www.omegaschools.org/,https://connectedtot.com/find-a-cambridge-school/Details/heartfulness-international-school-omega-branch/,2026-08-25
IN639,Glendale Academy International,"Don Bosco Post,Bundlaguda Jagir,R.R. District,Hyderabad - 500086,India",RANGA REDDY,TELANGANA,500086,board,Primary / Lower Secondary / Upper Secondary,,2007-05-09,,https://connectedtot.com/find-a-cambridge-school/Details/glendale-academy-international/,2026-08-25
IN640,Fazlani L'Academie Globale,"Opp Wallace Fortuna, SC Marg, Mazagaon Road, Mumbai - 400009",MUMBAI,MAHARASHTRA,400009,board,Lower Secondary / Upper Secondary / Advanced,Day school,2007-05-02,http://www.flag.org.in/,https://connectedtot.com/find-a-cambridge-school/Details/fazlani-lacademie-globale/,2026-08-25
IN641,Jankidevi Public School,"Jankidevi Public School Road, 4 Bunglows, Andheri (West), Mumbai - 400053",MUMBAI SUBURBAN,MAHARASHTRA,400053,board,Early Years / Primary / Lower Secondary / Upper Secondary,Day school,2007-04-26,http://www.jankidevipublicschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/jankidevi-public-school/,2026-08-25
IN643,Jayshree Periwal International School,"Mahapura Rd, Narayan-Y-Block, ???, Mahapura, Bhankrota, Rajasthan 302026",JAIPUR,RAJASTHAN,302026,board,Upper Secondary,Day school,2007-06-05,http://www.jpischool.com/,https://connectedtot.com/find-a-cambridge-school/Details/jayshree-periwal-international-school/,2026-08-25
IN644,Ebenezer International School Bangalore,"Singena Agrahara Road, Via Huskur Road APMC Yard Electronic City, Phase 2 Bengaluru – 560099",BENGALURU URBAN,KARNATAKA,560099,board,Upper Secondary,Fully residential,2007-06-07,https://eisbangalore.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/ebenezer-international-school-bangalore/,2026-08-25
IN645,Amity Global School,"Gate No 6, Amity Campus, Sector 44, Noida, 2-1301",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,,,Lower Secondary / Upper Secondary / Advanced,Day school,2007-07-30,https://amityglobalschoolnoida.com/,https://connectedtot.com/find-a-cambridge-school/Details/amity-global-school-1/,2026-08-25
IN646,Jamnabai Narsee International School,"Narsee Monjee Bhavan, Narsee Monjee Marg, N.S. Road No. 7 , J.V.P.D Scheme , Vile Parle west , Mumbai 400049",MUMBAI SUBURBAN,MAHARASHTRA,400049,board,Lower Secondary / Upper Secondary,Day school,2007-07-13,http://www.jnis.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/jamnabai-narsee-international-school/,2026-08-25
IN647,Fravashi International Academy,"Gangapur - Dugaon Road, Dugaon, Village, Nashik, Maharashtra 422203",NASHIK,MAHARASHTRA,422203,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,,2007-07-25,http://www.fia.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/fravashi-international-academy/,2026-08-25
IN648,Excelsior American School,"Excelsior American School, Golf Course Road, Behind Dell Building, Sushant Lok Phase 1, DLF Phase 1, Sector 43, Gurugram, Haryana. Pin code 122001",GURUGRAM,HARYANA,122001,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2007-08-01,https://excelsioramericanschooladmissions.com/,https://connectedtot.com/find-a-cambridge-school/Details/excelsior-american-school/,2026-08-25
IN649,B.D. Somani International School,"625, G.D. Somani Marg, Cuffe Parade, Mumbai – 400005",MUMBAI,MAHARASHTRA,400005,board,Upper Secondary,Day school,2007-08-31,https://bdsomaniinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/b-d-somani-international-school/,2026-08-25
IN651,Trio World Academy,"C/O Trio Vidyakkendra Pvt. Ltd.,3/5 Kodigehalli Main Road,Sahakar Nagar, Bangalore,Karnataka 560092,India",BENGALURU URBAN,KARNATAKA,560092,board,Lower Secondary / Upper Secondary,,2007-11-07,,https://connectedtot.com/find-a-cambridge-school/Details/trio-world-academy/,2026-08-25
IN652,Primus Public School,"Pb No 21, Chikkanayakanahalli, Off Sarjapur Road, Bangalore - 560035,India",BENGALURU URBAN,KARNATAKA,560035,board,Lower Secondary / Upper Secondary / Advanced,,2007-11-07,http://www.primusschool.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/primus-public-school/,2026-08-25
IN653,"Christ Nagar International School, Kazhakootam","Amballoor, Sainik School P O, Kazhakootam, Trivandrum District 695585, Kerala State, India",THIRUVANANTHAPURAM,KERALA,695585,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2007-11-08,http://www.cnis.in/,https://connectedtot.com/find-a-cambridge-school/Details/christ-nagar-international-school-kazhakootam/,2026-08-25
IN654,"GEM International School, Talap","Gem International school, Gem Hills, Vellikkeel, Morazha post, 670331",KANNUR,KERALA,670331,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2007-11-26,http://geminternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/gem-international-school-talap/,2026-08-25
IN656,"Kanakia International School, Chembur Mumbai","Mankhurd Link Rd, ACC Nagar, Chedda Nagar, Mumbai, Maharashtra 400043",MUMBAI SUBURBAN,MAHARASHTRA,400043,board,Upper Secondary,Day school,2007-09-11,http://kanakiaschools.org/,https://connectedtot.com/find-a-cambridge-school/Details/kanakia-international-school-chembur-mumbai/,2026-08-25
IN657,Bombay International School,"Bombay International School (EY and Grades 6 to 12) address is Gilbert Building, Babulnath, 2nd Cross Road, Mumbai, Maharashtra 400007, Bombay International School Junior School (Grades 1 to 5) Address is 42, Sir Vithaldas Thackersey Marg, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020",MUMBAI,MAHARASHTRA,400007,board,Upper Secondary,Day school,2007-09-11,https://bis.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/bombay-international-school/,2026-08-25
IN659,Hill Spring International School,"Hill Spring International School, M.P. Mills Compound, B.B. Nakashe Marg,Tardeo,Mumbai, India",MUMBAI,MAHARASHTRA,400007,india_post_directory,Lower Secondary / Upper Secondary / Advanced,Day school,2008-04-01,,https://connectedtot.com/find-a-cambridge-school/Details/hill-spring-international-school/,2026-08-25
IN660,European School of Goa,"WAFA FOUNDATION COMPLEX, HS. 1/100, GRAND MOROD ROAD, SALIGAO, BARDEZ, GOA 403511, INDIA",NORTH GOA,GOA,403511,board,Upper Secondary / Advanced,Day school,2008-01-24,http://www.euroschoolgoa.org/,https://connectedtot.com/find-a-cambridge-school/Details/european-school-of-goa/,2026-08-25
IN661,VIBGYOR High Vadodara India,"Opp. Banco Product, Padra Road, B/H. Bhayali Railway Station, Vadodara, Gujarat – 391 410",VADODARA,GUJARAT,391410,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2008-02-28,,https://connectedtot.com/find-a-cambridge-school/Details/vibgyor-high-vadodara-india/,2026-08-25
IN664,Vibgyor High - Pune,"Dorabjee Paradise, Off. Corinthian Club Road, Extn NIBM Road, Mohammedwadi, Hadapsar, Pune - 411 060.",PUNE,MAHARASHTRA,411060,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2008-02-29,https://www.vibgyorhigh.com/school/pune/cambridge/nibm,https://connectedtot.com/find-a-cambridge-school/Details/vibgyor-high-pune/,2026-08-25
IN667,Greenwood High,"# No.8-14, Chikkawadayarapura, Near Heggondahalli, Gunjur Post, Bangalore-560087",BENGALURU RURAL,KARNATAKA,560087,board,Upper Secondary,Weekly boarding,2008-04-17,https://greenwoodhigh.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/greenwood-high/,2026-08-25
IN674,Daffodil International School,"Daffodil International School Laxman Nagar, Behind DeMart, Mouje Balewadi, Baner Road, Pune – 411045",PUNE,MAHARASHTRA,411045,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2008-05-09,https://disindia.in/,https://connectedtot.com/find-a-cambridge-school/Details/daffodil-international-school/,2026-08-25
IN675,The Riverside School - Riverside Education Foundation,"C/O. Riverside Education Foundation, 307, Behind Army C.S.D. Depot, Off Airport Road, Cantonment, Ahmedabad, 380004",AHMADABAD,GUJARAT,380004,board,Upper Secondary / Advanced,Day school,2008-04-29,https://schoolriverside.com/,https://connectedtot.com/find-a-cambridge-school/Details/the-riverside-school-riverside-education-foundation/,2026-08-25
IN677,Billabong High International School - Malad,"Bhoomi Park, Bafhira Nagar, Off Marve Road, Malad West, Mumbai- 400095.",MUMBAI SUBURBAN,MAHARASHTRA,400095,board,Lower Secondary / Upper Secondary / Advanced,Day school,2008-05-07,https://www.billabonghighschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/billabong-high-international-school-malad/,2026-08-25
IN681,Kundalini Yoga Educational Foundation 3HO T/A Miri Piri Academy,"Guru Ki Wadali, Chehhertta, Amritsar-143105, Punjab, India",AMRITSAR,PUNJAB,143105,board,Upper Secondary / Advanced,Fully residential,2022-10-17,http://www.miripiriacademy.org/,https://connectedtot.com/find-a-cambridge-school/Details/kundalini-yoga-educational-foundation-3ho-t-a-miri-piri-academy/,2026-08-25
IN682,Alliance World School,"Care Shri Krishna Shiksha Samiti,C 54A, Sector 56, District: Gautam Buddh Nagar, Noida, Uttar Pradesh 201301,India",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201301,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2008-06-10,,https://connectedtot.com/find-a-cambridge-school/Details/alliance-world-school/,2026-08-25
IN685,"GPS-International, Kochi","Thiruvaniyoor P.O, Via Chottanikkara, Ernakulam, Kerala , India, 682308",ERNAKULAM,KERALA,682308,board,Lower Secondary / Upper Secondary / Advanced,Day school with hostel facilities,2008-06-26,https://globalpublicschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/gps-international-kochi/,2026-08-25
IN686,Bunts Sangha's S M Shetty International School & Junior College,"Hiranandani Gardens, Powai. Mumbai - 400076",MUMBAI SUBURBAN,MAHARASHTRA,400076,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2008-07-18,https://bssmsinternational.org/,https://connectedtot.com/find-a-cambridge-school/Details/bunts-sanghas-s-m-shetty-international-school-junior-college/,2026-08-25
IN687,Treamis International School,"No.263 Hulimangala Post,Jigani Hobli,Bangalore 560 105,India",BENGALURU URBAN,KARNATAKA,560105,board,Lower Secondary / Upper Secondary / Advanced,,2008-07-24,,https://connectedtot.com/find-a-cambridge-school/Details/treamis-international-school/,2026-08-25
IN688,SVKM J.V. Parekh International School,"SVKM J V PAREKH INTERNATIONAL SCHOOL, Dadabhai Road, Off. S.V. Road, Vile Parle (West), Mumbai 400 056 INDIA",MUMBAI SUBURBAN,MAHARASHTRA,400056,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2008-07-29,https://jvparekhintnl.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/svkm-j-v-parekh-international-school/,2026-08-25
IN689,Neerja Modi World School,"Rajat Path,Shipra Path,Mansarovar-302020, Jaipur, Rajasthan, 302020",JAIPUR,RAJASTHAN,302020,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2009-07-06,https://nmwsindia.org/,https://connectedtot.com/find-a-cambridge-school/Details/neerja-modi-world-school/,2026-08-25
IN690,Lancers International School,"DLF Phase 5, Gurugram",GURUGRAM,HARYANA,122001,same_school_other_board,Upper Secondary,Day-cum-boarding,2009-07-13,https://www.lis.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/lancers-international-school/,2026-08-25
IN693,Aditya Birla World Academy,"Vastu Shilp, JD Road Annexe, Gamadia Colony, Tardeo, Mumbai, Maharashtra 400007",MUMBAI,MAHARASHTRA,400007,board,Upper Secondary / Advanced,Day school,2009-11-19,https://www.adityabirlaworldacademy.com/,https://connectedtot.com/find-a-cambridge-school/Details/aditya-birla-world-academy/,2026-08-25
IN697,"Excel Global School, Thiruvattar","17/190 B, Auwai Farm Lane,Post Thiruvattur,Kanyakumari Dist,Tamil Nadu 629177,India",KANNIYAKUMARI,TAMIL NADU,629177,board,Upper Secondary / Advanced,,2009-11-24,,https://connectedtot.com/find-a-cambridge-school/Details/excel-global-school-thiruvattar/,2026-08-25
IN698,"Dr Pillai Global Academy, New Panvel","Mahatma Education Society,Sector 7, Khanda Colony, New Panvel,District Raigad,Navi Mumbai,Maharashtra 410206,India",RAIGAD,MAHARASHTRA,410206,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2009-11-19,,https://connectedtot.com/find-a-cambridge-school/Details/dr-pillai-global-academy-new-panvel/,2026-08-25
IN702,Adamas International School,"58, 4, M.M. Feeder Road,Belghoria,Kolkata 56,700056,India",24 PARAGANAS NORTH,WEST BENGAL,700056,board,Lower Secondary / Upper Secondary,Day school,2009-11-24,http://adamasinternationalschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/adamas-international-school/,2026-08-25
IN704,"The Rajas International School, Ozhuginasery",Ozhugunasery 629001,KANNIYAKUMARI,TAMIL NADU,629001,board,Upper Secondary / Advanced,Day school,2009-12-16,http://www.tris.in/,https://connectedtot.com/find-a-cambridge-school/Details/the-rajas-international-school-ozhuginasery/,2026-08-25
IN705,Ryan Global School,"Yamuna Nagar,Lokhandwala,Andheri West,Mumbai 400 053,India",MUMBAI SUBURBAN,MAHARASHTRA,400053,board,Lower Secondary / Upper Secondary / Advanced,Day school,2010-07-01,,https://connectedtot.com/find-a-cambridge-school/Details/ryan-global-school-1/,2026-08-25
IN707,Oakridge International School Bachupally,"Bowrampet, Hyderabad, Telangana 500043",MEDCHAL MALKAJGIRI,TELANGANA,500043,board,Primary / Lower Secondary / Upper Secondary,Day school,2010-07-30,https://www.oakridge.in/bachupally/,https://connectedtot.com/find-a-cambridge-school/Details/oakridge-international-school-bachupally/,2026-08-25
IN710,"Arsha Vidya Mandir Senior Secondary School, Guindy","Arsha Vidya Mandir 114, Velachery Road, Guindy, Chennai 600 032",CHENNAI,TAMIL NADU,600032,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-08-19,https://arshavidyamandir.edu.in/avm_website/,https://connectedtot.com/find-a-cambridge-school/Details/arsha-vidya-mandir-senior-secondary-school-guindy/,2026-08-25
IN711,K'sirs International School,"K'sirs International School, Chinnavedampatti, Coimbatore-641 049",COIMBATORE,TAMIL NADU,641049,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-09-10,http://www.ksirs.in/,https://connectedtot.com/find-a-cambridge-school/Details/ksirs-international-school/,2026-08-25
IN712,Panbai International School,"Panbai International School, Guru Narayan Road, Sen Nagar, Near BMC Office, Santacruz",MUMBAI SUBURBAN,MAHARASHTRA,,,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2010-08-24,http://www.panbaiinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/panbai-international-school/,2026-08-25
IN714,"Sadhbhavana World School, Velliparamba","Sadhbhavana Campus , Velliparamba P.O, Keezhmadu, Kerala 673008",KOZHIKODE,KERALA,673008,board,Upper Secondary / Advanced,Day school,2010-09-10,https://www.sadhbhavanaschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/sadhbhavana-world-school-velliparamba/,2026-08-25
IN715,"Mar Athanasius International School, Kothamangalam","Kothamangalam College P.O , Ernakulam District, Kerala , India , 686666",ERNAKULAM,KERALA,686666,board,Upper Secondary / Advanced,Weekly boarding,2010-08-11,http://www.mainternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/mar-athanasius-international-school-kothamangalam/,2026-08-25
IN716,Rockwell International School,"Sy. No. 160 P,Gandipet Main Road,Kokapet,Hyderabad 500075,Telangana,India",RANGA REDDY,TELANGANA,500075,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2011-07-19,,https://connectedtot.com/find-a-cambridge-school/Details/rockwell-international-school/,2026-08-25
IN718,"Podar International School, Kalyan","Podar International School Kalyan, Mumbai - Maharashtra (Cambridge International) H/N 7, Next To Mohan Pride And Income Tax Building, Wayle Nagar, Khadakpada, Kalyan (W) - 421 301.",THANE,MAHARASHTRA,421301,board,Primary / Lower Secondary / Upper Secondary,Day school,2010-11-30,https://www.podareducation.org/school/kalyancie,https://connectedtot.com/find-a-cambridge-school/Details/podar-international-school-kalyan/,2026-08-25
IN719,Ameya World School,"Ameya World School,Sangivalasa, Bheemunipatnam,Visakhapatnam, Andhra Pradesh 531162,India",VIZIANAGARAM,ANDHRA PRADESH,531162,board,Lower Secondary / Upper Secondary / Advanced,Day school,2011-02-18,,https://connectedtot.com/find-a-cambridge-school/Details/ameya-world-school/,2026-08-25
IN721,"L'ecole Chempaka International, Sreekariyam","TC 9/2170 - 1, Silver Rocks, Edavacode, Sreekariyam, Edavacode Rd, Edavacode, Thiruvananthapuram, Kerala 695017",THIRUVANANTHAPURAM,KERALA,695017,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-01-31,https://lecolechempakainternational.com/,https://connectedtot.com/find-a-cambridge-school/Details/lecole-chempaka-international-sreekariyam/,2026-08-25
IN722,Savitridevi Hariram Agarwal International School,"Shankar Lane, Opposite Jain Temple, Kandivali(West), Mumbai – 400067",MUMBAI SUBURBAN,MAHARASHTRA,400067,board,Primary / Lower Secondary / Upper Secondary,Day school,2011-02-01,http://www.agarwalinternationalschool.co.in/,https://connectedtot.com/find-a-cambridge-school/Details/savitridevi-hariram-agarwal-international-school/,2026-08-25
IN724,"JBCN International School, Borivali","JBCN International School, Plot CTS No. 96, Remison Towers, Near Bhagwati Hospital, Baburao Ranade Marg, Opp Union Bank Staff Quarters, Borivali West, Mumbai, 400103",MUMBAI SUBURBAN,MAHARASHTRA,400103,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2015-06-23,https://www.jbcnschool.edu.in/borivali/,https://connectedtot.com/find-a-cambridge-school/Details/jbcn-international-school-borivali/,2026-08-25
IN725,Deccan International School,"Deccan International School 11, 18th Main Rd, Brindavan Layout, Padmanabhanagar, Bengaluru, Karnataka 560061",BENGALURU URBAN,KARNATAKA,560061,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day School/Weekly Boarding/Yearly Boarding,2011-04-28,,https://connectedtot.com/find-a-cambridge-school/Details/deccan-international-school/,2026-08-25
IN727,Sancta Maria International School,"Sancta Maria International School Survey No. 106/107, Serilingampally, Hyderabad, Telangana, India 500 019",RANGA REDDY,TELANGANA,500019,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-06-24,https://sanctamaria.in/,https://connectedtot.com/find-a-cambridge-school/Details/sancta-maria-international-school/,2026-08-25
IN728,D Y Patil International School - Nerul,"D Y Patil University Campus,Sector 7 ,Nerul, Mumbai, Maharashtra, 400706",THANE,MAHARASHTRA,400706,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-05-16,https://dypisnerul.in/,https://connectedtot.com/find-a-cambridge-school/Details/d-y-patil-international-school-nerul/,2026-08-25
IN729,Sangam School of Excellence,"NH 79, Sangam school of excellence , Chittaurgarh bypass road, Bhilwara 311001",BHILWARA,RAJASTHAN,311001,board,Primary / Lower Secondary / Upper Secondary,Day school,2011-05-13,http://www.sangamschoolbhilwara.com/,https://connectedtot.com/find-a-cambridge-school/Details/sangam-school-of-excellence/,2026-08-25
IN731,Yagappa International School,"Arul Gardens, Neelagiri Therkku Thottam, Thanjavur - 613005",THANJAVUR,TAMIL NADU,613005,board,Primary / Lower Secondary,Day school,2011-04-28,http://www.yagappainternationalschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/yagappa-international-school/,2026-08-25
IN733,"Bombay Cambridge International School, Andheri (East)","Bombay Cambridge International School, Off Sahar Road, Chakala, Andheri EAST, Mumbai – 400099, Maharashtra, India",MUMBAI SUBURBAN,MAHARASHTRA,400099,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-05-24,http://www.bcseast.org/,https://connectedtot.com/find-a-cambridge-school/Details/bombay-cambridge-international-school-andheri-east/,2026-08-25
IN734,"Bombay Cambridge International School, Andheri (West)","Caesar Road,Amboli, Andheri (West),Mumbai,400 058,Maharashtra,India",MUMBAI SUBURBAN,MAHARASHTRA,400058,board,Primary / Lower Secondary / Upper Secondary,,2011-05-25,,https://connectedtot.com/find-a-cambridge-school/Details/bombay-cambridge-international-school-andheri-west/,2026-08-25
IN735,"Global Indian International School, Uppal Campus","Survey No. 8 and 9, Peerjadiguda, Uppal, Hyderabad, Ranga Reddy, Telangana- 500098",MEDCHAL MALKAJGIRI,TELANGANA,500098,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-06-22,http://arca.co.in/,https://connectedtot.com/find-a-cambridge-school/Details/global-indian-international-school-uppal-campus/,2026-08-25
IN740,Cambridge International Foundation School,"Hans Raj Memorial Educational Society T/A,Urban Estate Phase I,Jalandhar,Punjab 144022,India",JALANDHAR,PUNJAB,144022,board,Lower Secondary / Upper Secondary,,2011-07-26,,https://connectedtot.com/find-a-cambridge-school/Details/cambridge-international-foundation-school/,2026-08-25
IN742,"Jeevana School, Jayanagar","JEEVANA SCHOOL, PONMENI JAYANAGAR, MADURAI - 625016",MADURAI,TAMIL NADU,625016,board,Primary,Day school,2011-07-29,http://www.jeevanaschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/jeevana-school-jayanagar/,2026-08-25
IN744,Tridha,"Datta Jagdamba Mandir Road, Opp Satya Darshan Society, Malpa Dongri, Andheri East, Mumbai 400093",MUMBAI SUBURBAN,MAHARASHTRA,400093,board,Upper Secondary / Advanced,Day school,2011-07-29,http://www.tridha.com/,https://connectedtot.com/find-a-cambridge-school/Details/tridha/,2026-08-25
IN745,Billabong High International College Boarding House,"Uma Krishna Educational Foundation T/A,124,Cantonment,Kanpur, Uttar Pradesh,208 004,India",KANPUR NAGAR,UTTAR PRADESH,208004,board,Lower Secondary / Upper Secondary / Advanced,,2011-07-29,,https://connectedtot.com/find-a-cambridge-school/Details/billabong-high-international-college-boarding-house/,2026-08-25
IN746,Asia Pacific World School,"Asia Pacific World School, #39/2, Serenity layout, kaikondrahalli, Varthur hobli, Sarjapur Main road, Bengaluru- 560035.",BENGALURU URBAN,KARNATAKA,560035,board,Upper Secondary,Day school,2011-08-23,https://apws.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/asia-pacific-world-school/,2026-08-25
IN751,Veer Bhagat Singh International School,"Veer Bhagat Singh International School, Marve Road, Malad-West, Mumbai-400095",MUMBAI SUBURBAN,MAHARASHTRA,400095,board,Early Years / Primary / Lower Secondary / Upper Secondary,Day school,2011-10-21,http://www.vbsis.org/,https://connectedtot.com/find-a-cambridge-school/Details/veer-bhagat-singh-international-school/,2026-08-25
IN752,"Dr. S. Radhakrishnan International School, Malad","Sunder Nagar,Malad West, Mumbai,Maharashtra,400064,India",MUMBAI SUBURBAN,MAHARASHTRA,400064,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2011-10-31,http://www.dsrvmalad.org/,https://connectedtot.com/find-a-cambridge-school/Details/dr-s-radhakrishnan-international-school-malad/,2026-08-25
IN753,"Dr. S. Radhakrishnan International School, Borivali","Saibaba Nagar,Borivli (West),Mumbai-400092,Maharashtra",MUMBAI SUBURBAN,MAHARASHTRA,400092,board,Primary / Lower Secondary / Upper Secondary,Day school,2011-10-31,https://dsrvborivali.org/,https://connectedtot.com/find-a-cambridge-school/Details/dr-s-radhakrishnan-international-school-borivali/,2026-08-25
IN756,Akash International School,"International Airport, Prasannahalli Road, Devanahalli, Near, Bengaluru, Karnataka 562110",BENGALURU RURAL,KARNATAKA,562110,board,Lower Secondary / Upper Secondary / Advanced,Fully residential,2011-11-30,https://akashinternationalschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/akash-international-school/,2026-08-25
IN759,Head Start Educational Academy,"Sy. 98/1, Kommasandra, Dommasandra Post Via Sarjapura, Bangalore 562125",BENGALURU URBAN,KARNATAKA,562125,board,Upper Secondary / Advanced,Day school,2011-12-23,https://headstarteducationalacademy.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/head-start-educational-academy/,2026-08-25
IN761,The Sanskaar Valley School,"Chandanpura,Bhadbhada Road, Near National Law University,Bhopal, Madhya Pradesh 462044,India",BHOPAL,MADHYA PRADESH,462044,board,Lower Secondary / Upper Secondary / Advanced,Day school,2013-07-23,http://www.sanskaarvalley.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-sanskaar-valley-school/,2026-08-25
IN763,JBM Global School,"A-11, Sector 132, Expressway, Noida, Uttar Pradesh, India 201301",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201301,board,Primary / Lower Secondary / Upper Secondary,Day-cum-boarding,2016-09-21,https://jbms.in/,https://connectedtot.com/find-a-cambridge-school/Details/jbm-global-school/,2026-08-25
IN766,Anand Niketan International,"Nr. Palash Homes, Sarkhej-Sanand Road, Sarkhej, Ahmedabad, Gujarat, Ahmedabad, Gujarat, 382210",AHMADABAD,GUJARAT,382210,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-10-21,http://www.anandniketansatellite.edu.in/en,https://connectedtot.com/find-a-cambridge-school/Details/anand-niketan-international/,2026-08-25
IN767,RAM RATNA INTERNATIONAL SCHOOL,"Ram Ratna International School, Keshav Srushti, Gorai Road, Uttan, Bhayander (West) Dist. Thane 401 106 State – Maharashtra, Bharat (INDIA)",THANE,MAHARASHTRA,401106,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2011-12-23,https://rrischool.org/,https://connectedtot.com/find-a-cambridge-school/Details/ram-ratna-international-school/,2026-08-25
IN769,Bilasrai Kashinath Gadia (A Level) Junior College,"Krishna Realties, Behind Sunder Nagar, Off S. V. Road & Link Road, Malad West, Mumbai - 400064",MUMBAI SUBURBAN,MAHARASHTRA,400064,board,Advanced,Day school,2012-02-21,https://dgkhetan.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/bilasrai-kashinath-gadia-a-level-junior-college/,2026-08-25
