cisce_code,name,address,locality,district,state,pincode,pincode_source,courses,classification,gender,on_current_register,latitude,longitude,website,source_url,captured_on
WB159,Augustine's Public School,"Ramrajatola, Howrah, West Bengal, 711 104, India",Ramrajatola,Howrah,West Bengal,711104,board,ICSE / ISC,Day,Co-ed.,true,22.5875257,88.3046421,,https://locate.cisce.org/,2026-08-25
WB160,The Bhawanipur Gujarati Education Society School,"Kolkata, Kolkata, West Bengal, 700 020, India",Kolkata,Kolkata,West Bengal,700020,board,ICSE / ISC,Day,Co-ed.,true,22.5380879,88.35318,https://thebgesschool.com,https://locate.cisce.org/,2026-08-25
WB161,Green Lawns School,"DARJEELING, Darjeeling, West Bengal, 734 101, India",DARJEELING,Darjeeling,West Bengal,734101,board,ICSE,Day/Residential,Co-ed.,true,26.714666,88.4320606,,https://locate.cisce.org/,2026-08-25
WB162,Vidyasagar Shishu Niketan,"Midnapore, Paschim Medinipur, West Bengal, 721 102, India",Midnapore,Paschim Medinipur,West Bengal,721102,board,ICSE / ISC,Day,Co-ed.,true,22.4230948,87.3003706,https://www.vsn.ac.in,https://locate.cisce.org/,2026-08-25
WB163,Ruhiyyih School,"DARJEELING, Darjeeling, West Bengal, 734 102, India",DARJEELING,Darjeeling,West Bengal,734102,board,ICSE / ISC,Day,Co-ed.,true,27.0105881,88.258894,http://www.ruhiyyih.in,https://locate.cisce.org/,2026-08-25
WB164,St. Augustine's Day School,"Kolkata, Kolkata, West Bengal, 700 120, India",Kolkata,Kolkata,West Bengal,700120,board,ICSE / ISC,Day,Co-ed.,true,22.7690489,88.3438176,https://www.staugustineday.com,https://locate.cisce.org/,2026-08-25
WB165,Belle Vue Boarding School,"Kurseong, Darjeeling, West Bengal, 734 203, India",Kurseong,Darjeeling,West Bengal,734203,board,ICSE,Day/Residential,Co-ed.,true,26.8821382,88.2788511,,https://locate.cisce.org/,2026-08-25
WB166,St. Joan's School,"Kolkata, Kolkata, West Bengal, 700 091, India",Kolkata,Kolkata,West Bengal,700091,board,ICSE / ISC,Day,Co-ed.,true,23.5177518,87.3459743,https://www.stjoans.edu.in,https://locate.cisce.org/,2026-08-25
WB167,Indira Memorial English Medium High School,"Kolkata, Kolkata, West Bengal, 700 003, India",Kolkata,Kolkata,West Bengal,700003,board,ICSE,Day,Co-ed.,true,22.6021969,88.3702505,,https://locate.cisce.org/,2026-08-25
WB168,Splendour High School,"Kharagpur, Paschim Medinipur, West Bengal, 721 145, India",Kharagpur,Paschim Medinipur,West Bengal,721145,board,ICSE / ISC,Day,Co-ed.,true,22.2695028,87.2866995,https://www.splendourschool.com,https://locate.cisce.org/,2026-08-25
WB169,Agrasain Balika Siksha Sadan,"Liluah, Howrah, West Bengal, 711 204, India",Liluah,Howrah,West Bengal,711204,board,ICSE / ISC,Day,Girls,true,22.6196821,88.3467771,https://www.abssliluah.com,https://locate.cisce.org/,2026-08-25
WB170,Calcutta Public School,"Kolkata, Kolkata, West Bengal, 700 159, India",Kolkata,Kolkata,West Bengal,700159,board,ICSE / ISC,Day,Co-ed.,true,22.6065819,88.4323895,https://www.calcuttapublicschool.in,https://locate.cisce.org/,2026-08-25
WB171,Salt Lake Point School,"Kolkata, Kolkata, West Bengal, 700 064, India",Kolkata,Kolkata,West Bengal,700064,board,ICSE / ISC,Day,Co-ed.,true,22.5709657,88.4575321,https://www.saltlakepointschool.org,https://locate.cisce.org/,2026-08-25
WB172,Emmanuel English School,"MALDA, Malda, West Bengal, 732 139, India",MALDA,Malda,West Bengal,732139,board,ICSE / ISC,Day,Co-ed.,true,25.2734916,88.0039972,,https://locate.cisce.org/,2026-08-25
WB173,Authpur National Model School,"Authpur, North 24 Parganas, West Bengal, 743 128, India",Authpur,North 24 Parganas,West Bengal,743128,board,ICSE / ISC,Day,Co-ed.,true,22.8462945,88.379861,https://www.anms2u.com,https://locate.cisce.org/,2026-08-25
WB174,Pine Hall Academy,"DARJEELING, Darjeeling, West Bengal, 734 214, India",DARJEELING,Darjeeling,West Bengal,734214,board,ICSE / ISC,Day,Co-ed.,true,27.0506258,88.2772946,,https://locate.cisce.org/,2026-08-25
WB175,West Point Academy,"HOOGHLY, Hooghly, West Bengal, 712 202, India",HOOGHLY,Hooghly,West Bengal,712202,board,ICSE / ISC,Day,Co-ed.,true,22.7435829,88.3498721,,https://locate.cisce.org/,2026-08-25
WB177,Trinity High School,"Banarhat, Jalpaiguri, West Bengal, 735 202, India",Banarhat,Jalpaiguri,West Bengal,735202,board,ICSE / ISC,Day,Co-ed.,true,26.7945527,89.0305764,,https://locate.cisce.org/,2026-08-25
WB178,Pearls Of God,"Debaipukur, Hooghly, West Bengal, 712 233, India",Debaipukur,Hooghly,West Bengal,712233,board,ICSE / ISC,Day,Co-ed.,true,22.6859883,88.3460626,,https://locate.cisce.org/,2026-08-25
WB179,Indira Gandhi Memorial Senior Secondary School,"Kolkata, Kolkata, West Bengal, 700 048, India",Kolkata,Kolkata,West Bengal,700048,board,ICSE / ISC,Day,Co-ed.,true,22.5980987,88.4024488,https://igmsss.org,https://locate.cisce.org/,2026-08-25
WB180,St. Augustine's School,"Kurseong, Darjeeling, West Bengal, 734 203, India",Kurseong,Darjeeling,West Bengal,734203,board,ICSE / ISC,Residential,Co-ed.,true,26.8695177,88.291925,,https://locate.cisce.org/,2026-08-25
WB181,Narmada School,"Kolkata, Kolkata, West Bengal, 700 092, India",Kolkata,Kolkata,West Bengal,700092,board,ICSE / ISC,Day,Co-ed.,true,22.4820358,88.3572164,,https://locate.cisce.org/,2026-08-25
WB182,Douglas Memorial Higher Secondary School,"Kolkata, North 24 Parganas, West Bengal, 700 120, India",Kolkata,North 24 Parganas,West Bengal,700120,board,ICSE / ISC,Day,Co-ed.,true,22.7658514,88.3496604,https://www.dmhss.org,https://locate.cisce.org/,2026-08-25
WB183,St. Denis School,"HOWRAH, Howrah, West Bengal, 711 202, India",HOWRAH,Howrah,West Bengal,711202,board,ICSE / ISC,Day,Co-ed.,true,22.6194351,88.3537504,,https://locate.cisce.org/,2026-08-25
WB184,St. Johns' School,"Jalpaiguri, Jalpaiguri, West Bengal, 736 182, India",Jalpaiguri,Jalpaiguri,West Bengal,736182,board,ICSE / ISC,Day,Co-ed.,true,26.8366914,89.3843206,,https://locate.cisce.org/,2026-08-25
WB186,Himalayan English School,"Siliguri, Jalpaiguri, West Bengal, 734 001, India",Siliguri,Jalpaiguri,West Bengal,734001,board,ICSE / ISC,Day,Co-ed.,true,26.7610677,88.4432883,https://www.himalayan-school.com,https://locate.cisce.org/,2026-08-25
WB187,Acme Academy,"Burdwan, Purba Bardhaman, West Bengal, 713 409, India",Burdwan,Purba Bardhaman,West Bengal,713409,board,ICSE / ISC,Day,Co-ed.,true,23.2230613,88.3475269,https://www.acmeacademy.org,https://locate.cisce.org/,2026-08-25
WB188,Nirmala Convent School,"Siliguri, Jalpaiguri, West Bengal, 734 008, India",Siliguri,Jalpaiguri,West Bengal,734008,board,ICSE / ISC,Day,Girls,true,26.726279,88.4287832,,https://locate.cisce.org/,2026-08-25
WB190,Monalisa English School,"Kolkata, Kolkata, West Bengal, 700 129, India",Kolkata,Kolkata,West Bengal,700129,board,ICSE / ISC,Day,Co-ed.,true,22.6943951,88.4670052,,https://locate.cisce.org/,2026-08-25
WB191,Sacred Heart School,"Siliguri, Darjeeling, West Bengal, 734 013, India",Siliguri,Darjeeling,West Bengal,734013,board,ICSE / ISC,Residential,Co-ed.,true,26.7312222,88.349558,,https://locate.cisce.org/,2026-08-25
WB192,Meghmala Roy Education Centre,"Kolkata, Kolkata, West Bengal, 700 034, India",Kolkata,Kolkata,West Bengal,700034,board,ICSE / ISC,Day,Co-ed.,true,22.4873754,88.2913222,,https://locate.cisce.org/,2026-08-25
WB193,St. Dominic Savio School,"Salkia, Howrah, West Bengal, 711 106, India",Salkia,Howrah,West Bengal,711106,board,ICSE / ISC,Day,Co-ed.,true,22.5951518,88.3416354,,https://locate.cisce.org/,2026-08-25
WB194,St. Sebastian's School,"Kolkata, Kolkata, West Bengal, 700 015, India",Kolkata,Kolkata,West Bengal,700015,board,ICSE / ISC,Day,Co-ed.,true,22.5463814,88.3837978,,https://locate.cisce.org/,2026-08-25
WB195,St. Joseph's School,"Kharagpur, Paschim Medinipur, West Bengal, 721 301, India",Kharagpur,Paschim Medinipur,West Bengal,721301,board,ICSE,Day,Co-ed.,true,22.3451723,87.3047053,,https://locate.cisce.org/,2026-08-25
WB196,Good Shepherd School,"DARJEELING, Darjeeling, West Bengal, 734 014, India",DARJEELING,Darjeeling,West Bengal,734014,board,ICSE,Day,Co-ed.,true,26.6986114,88.3116995,https://www.goodshepherdschoolbagdogra.com,https://locate.cisce.org/,2026-08-25
WB197,Gyanoday Niketan,"DARJEELING, Darjeeling, West Bengal, 734 101, India",DARJEELING,Darjeeling,West Bengal,734101,board,ICSE / ISC,Day,Co-ed.,true,27.0314972,88.2554133,https://www.gyanodayniketan.com,https://locate.cisce.org/,2026-08-25
WB198,St. Jude's High School,"Kolkata, Kolkata, West Bengal, 700 129, India",Kolkata,Kolkata,West Bengal,700129,board,ICSE / ISC,Day,Co-ed.,true,22.695288,88.465391,https://www.stjudeshighschool.com,https://locate.cisce.org/,2026-08-25
WB199,Bethany School,"Kurseong, Darjeeling, West Bengal, 734 203, India",Kurseong,Darjeeling,West Bengal,734203,board,ICSE,Day/Residential,Co-ed.,true,26.8743845,88.2727311,,https://locate.cisce.org/,2026-08-25
WB200,M. C. Kejriwal Vidyapeeth,"Liluah, Howrah, West Bengal, 711 204, India",Liluah,Howrah,West Bengal,711204,board,ICSE / ISC,Day,Co-ed.,true,22.6203045,88.3483501,https://www.mckv.edu.in,https://locate.cisce.org/,2026-08-25
WB201,Holy Child English Academy,"P.O. Malda, Malda, West Bengal, 732 101, India",P.O. Malda,Malda,West Bengal,732101,board,ICSE / ISC,Day/Residential,Co-ed.,true,25.0574893,88.3319612,https://www.holychildenglishacademy.com,https://locate.cisce.org/,2026-08-25
WB202,Jnaneshwar Memorial Academy,"P.O. Kurseong, Darjeeling, West Bengal, 734 203, India",P.O. Kurseong,Darjeeling,West Bengal,734203,board,ICSE,Day,Co-ed.,true,26.8879932,88.2818644,,https://locate.cisce.org/,2026-08-25
WB203,East West Model School,"Burdwan, Purba Bardhaman, West Bengal, 713 141, India",Burdwan,Purba Bardhaman,West Bengal,713141,board,ICSE / ISC,Day,Co-ed.,true,23.3215406,87.7689551,https://www.eastwestmodelschool.org,https://locate.cisce.org/,2026-08-25
WB204,Gospel Home School,"Rishra, Hooghly, West Bengal, 712 248, India",Rishra,Hooghly,West Bengal,712248,board,ICSE / ISC,Day,Co-ed.,true,22.7323667,88.3552433,https://www.gospelhomeschool.org,https://locate.cisce.org/,2026-08-25
WB205,Durgapur Harshabardhan Road Aurobindo Vidyamandir,"Durgapur, Purba Bardhaman, West Bengal, 713 204, India",Durgapur,Purba Bardhaman,West Bengal,713204,board,ICSE,Day,Co-ed.,true,23.5735389,87.2826742,,https://locate.cisce.org/,2026-08-25
WB206,St. Xavier School,"Belguma, Purulia, West Bengal, 723 101, India",Belguma,Purulia,West Bengal,723101,board,ICSE / ISC,Day,Co-ed.,true,23.3182388,86.3408447,https://xavierspurulia.in,https://locate.cisce.org/,2026-08-25
WB207,Holy Cross School,"Kolkata, Kolkata, West Bengal, 700 145, India",Kolkata,Kolkata,West Bengal,700145,board,ICSE / ISC,Day,Co-ed.,true,22.3702122,88.4349364,https://holycrossschoolbaruipur.com,https://locate.cisce.org/,2026-08-25
WB209,Modern English Academy,"Barrackpore, North 24 Parganas, West Bengal, 700 120, India",Barrackpore,North 24 Parganas,West Bengal,700120,board,ICSE / ISC,Day,Co-ed.,true,22.7634979,88.3530151,https://meacademy.in,https://locate.cisce.org/,2026-08-25
WB210,Ram Mohan Mission High School,"Kolkata, Kolkata, West Bengal, 700 045, India",Kolkata,Kolkata,West Bengal,700045,board,ICSE / ISC,Day,Co-ed.,true,22.5023496,88.3611888,,https://locate.cisce.org/,2026-08-25
WB211,St. Paul's Educational Institution,"Shibpur, Howrah, West Bengal, 711 102, India",Shibpur,Howrah,West Bengal,711102,board,ICSE / ISC,Day,Co-ed.,true,22.5674514,88.3280304,,https://locate.cisce.org/,2026-08-25
WB212,Sacred Heart School,"Purulia , Purulia, West Bengal, 723 121, India",Purulia,Purulia,West Bengal,723121,board,ICSE,Day,Co-ed.,true,23.4417406,86.7877049,https://www.shsadra.in,https://locate.cisce.org/,2026-08-25
WB213,Christopher Day School,"Kharagpur, Paschim Medinipur, West Bengal, 721 304, India",Kharagpur,Paschim Medinipur,West Bengal,721304,board,ICSE / ISC,Day,Co-ed.,true,22.3437066,87.2738814,,https://locate.cisce.org/,2026-08-25
WB214,Calcutta Public School,"Kolkata, Kolkata, West Bengal, 700 099, India",Kolkata,Kolkata,West Bengal,700099,board,ICSE / ISC,Day,Co-ed.,true,22.5024608,88.3833269,https://calcuttapublicschools.com,https://locate.cisce.org/,2026-08-25
WB215,Hebron English School,"Bagdora, Darjeeling, West Bengal, 734 422, India",Bagdora,Darjeeling,West Bengal,734422,board,ICSE / ISC,Day,Co-ed.,true,26.6986114,88.3116995,https://www.myhebronschool.com,https://locate.cisce.org/,2026-08-25
WB217,Union Chapel School,"Kolkata, Kolkata, West Bengal, 700 013, India",Kolkata,Kolkata,West Bengal,700013,board,ICSE / ISC,Day,Co-ed.,true,22.5623512,88.360936,,https://locate.cisce.org/,2026-08-25
WB218,Modern High School For Girls,"Kolkata, Kolkata, West Bengal, 700 019, India",Kolkata,Kolkata,West Bengal,700019,board,ICSE / ISC,Day,Girls,true,22.5350546,88.3644537,https://mhsforgirls.edu.in,https://locate.cisce.org/,2026-08-25
WB219,Vidya Niketan,"Kolkata, Kolkata, West Bengal, 700 070, India",Kolkata,Kolkata,West Bengal,700070,board,ICSE / ISC,Day,Co-ed.,true,22.4706432,88.3643056,https://www.vidyaniketan.co.in,https://locate.cisce.org/,2026-08-25
WB220,Sunrise School,"Jalpaiguri, Jalpaiguri, West Bengal, 736 182, India",Jalpaiguri,Jalpaiguri,West Bengal,736182,board,ICSE,Day,Co-ed.,true,26.8572455,89.3833306,,https://locate.cisce.org/,2026-08-25
WB221,Sunshine School,"Birpara, Alipurduar, West Bengal, 735 204, India",Birpara,Alipurduar,West Bengal,735204,board,ICSE / ISC,Day,Co-ed.,true,26.7037598,89.1430029,,https://locate.cisce.org/,2026-08-25
WB222,Holy Home,"Kolkata, Kolkata, West Bengal, 700 070, India",Kolkata,Kolkata,West Bengal,700070,board,ICSE,Day,Co-ed.,true,22.4726106,88.3600295,,https://locate.cisce.org/,2026-08-25
WB223,Purwanchal Vidyamandir,"Kolkata, Kolkata, West Bengal, 700 054, India",Kolkata,Kolkata,West Bengal,700054,board,ICSE / ISC,Day,Co-ed.,true,22.5838907,88.3914693,https://www.purwanchalvidyamandir.org,https://locate.cisce.org/,2026-08-25
WB224,St. Anthony's Convent School,"Jalpaiguri, Alipurduar, West Bengal, 736 182, India",Jalpaiguri,Alipurduar,West Bengal,736182,board,ICSE / ISC,Day,Co-ed.,true,26.8366914,89.3843206,,https://locate.cisce.org/,2026-08-25
WB225,St. Milarepa Academy,"DARJEELING, Darjeeling, West Bengal, 734 221, India",DARJEELING,Darjeeling,West Bengal,734221,board,ICSE / ISC,Day,Co-ed.,true,26.9969323,88.1671976,,https://locate.cisce.org/,2026-08-25
WB226,St. Mary's Convent School,"Howrah, Howrah, West Bengal, 711 111, India",Howrah,Howrah,West Bengal,711111,board,ICSE / ISC,Day,Co-ed.,true,22.5846442,88.2954672,https://smcssantragachi.org,https://locate.cisce.org/,2026-08-25
WB227,Gitaram Academy,"Berhampore, Murshidabad, West Bengal, 742 187, India",Berhampore,Murshidabad,West Bengal,742187,board,ICSE / ISC,Day/Residential,Co-ed.,true,23.7237726,88.2935844,https://gitaramgroup.org/academy/,https://locate.cisce.org/,2026-08-25
WB229,The Calcutta Emmanuel School,"Kolkata, Kolkata, West Bengal, 700 032, India",Kolkata,Kolkata,West Bengal,700032,board,ICSE / ISC,Day,Co-ed.,true,22.4971942,88.3648841,https://www.calemmschool.org,https://locate.cisce.org/,2026-08-25
WB230,St. Xavier's School,"Raiganj, Uttar Dinajpur, West Bengal, 733 130, India",Raiganj,Uttar Dinajpur,West Bengal,733130,board,ICSE / ISC,Day,Co-ed.,true,25.6610893,88.1704877,https://stxaviersraiganj.com,https://locate.cisce.org/,2026-08-25
WB231,Convent Of Jesus And Mary,"Ranaghat, Nadia, West Bengal, 741 201, India",Ranaghat,Nadia,West Bengal,741201,board,ICSE / ISC,Day,Co-ed.,true,23.1619869,88.5594003,https://www.cjmranaghat.org,https://locate.cisce.org/,2026-08-25
WB232,St. John's High School,"Rajarhat, North 24 Parganas, West Bengal, 700 136, India",Rajarhat,North 24 Parganas,West Bengal,700136,board,ICSE / ISC,Day,Co-ed.,true,22.6451167,88.4611305,,https://locate.cisce.org/,2026-08-25
WB233,Vivekananda Mission School,"Haldia Township, Purba Medinipur, West Bengal, 721 605, India",Haldia Township,Purba Medinipur,West Bengal,721605,board,ICSE / ISC,Day,Co-ed.,true,22.0274237,88.0493565,,https://locate.cisce.org/,2026-08-25
WB234,Park Institution,"Sodepur, North 24 Parganas, West Bengal, 700 110, India",Sodepur,North 24 Parganas,West Bengal,700110,board,ICSE,Day,Co-ed.,true,22.6919738,88.391559,,https://locate.cisce.org/,2026-08-25
WB236,K. E. Carmel School,"Baruipur Road, South 24 Parganas, West Bengal, 743 503, India",Baruipur Road,South 24 Parganas,West Bengal,743503,board,ICSE / ISC,Day,Co-ed.,true,22.3668822,88.2777344,https://www.kecarmelamtala.com,https://locate.cisce.org/,2026-08-25
WB237,Springdale Academy,"Kalimpong, Darjeeling, West Bengal, 734 301, India",Kalimpong,Darjeeling,West Bengal,734301,board,ICSE / ISC,Day,Co-ed.,true,27.0593562,88.4694535,,https://locate.cisce.org/,2026-08-25
WB238,Green Lawn School,"Soureni Bazar, Darjeeling, West Bengal, 734 227, India",Soureni Bazar,Darjeeling,West Bengal,734227,board,ICSE / ISC,Day,Co-ed.,true,26.8605373,88.2035057,,https://locate.cisce.org/,2026-08-25
WB239,Stepping Stone School (High),"Rishra, Hooghly, West Bengal, 712 248, India",Rishra,Hooghly,West Bengal,712248,board,ICSE / ISC,Day,Co-ed.,true,22.7193586,88.3440501,https://www.steppingstoneschool.org.in,https://locate.cisce.org/,2026-08-25
WB240,The Heritage School,"Kolkata, Kolkata, West Bengal, 700 107, India",Kolkata,Kolkata,West Bengal,700107,board,ICSE / ISC,Day,Co-ed.,true,22.5008964,88.4061291,https://www.theheritageschool.org,https://locate.cisce.org/,2026-08-25
WB241,St. Xavier's School,"DARJEELING, Darjeeling, West Bengal, 734 311, India",DARJEELING,Darjeeling,West Bengal,734311,board,ICSE / ISC,Day,Co-ed.,true,27.1593867,88.6156905,https://sxspedong.in,https://locate.cisce.org/,2026-08-25
WB242,Bishop Morrow School,"Krishnagar, Nadia, West Bengal, 741 101, India",Krishnagar,Nadia,West Bengal,741101,board,ICSE / ISC,Day,Co-ed.,true,23.4043751,88.4949381,https://www.bmskrishnagar.in,https://locate.cisce.org/,2026-08-25
WB243,St. Clare School,"Kolkata, Kolkata, West Bengal, 700 093, India",Kolkata,Kolkata,West Bengal,700093,board,ICSE / ISC,Day,Co-ed.,true,22.475573,88.352966,https://www.stclareschoolkolkata.com,https://locate.cisce.org/,2026-08-25
WB244,Kanchrapara English Medium School,"Kanchrapara, North 24 Parganas, West Bengal, 743 145, India",Kanchrapara,North 24 Parganas,West Bengal,743145,board,ICSE / ISC,Day,Co-ed.,true,22.9527614,88.4248409,,https://locate.cisce.org/,2026-08-25
WB245,Isabella School,"Siliguri, Jalpaiguri, West Bengal, 734 008, India",Siliguri,Jalpaiguri,West Bengal,734008,board,ICSE / ISC,Day,Co-ed.,true,26.726279,88.4287832,,https://locate.cisce.org/,2026-08-25
WB246,Garia Vidyabhavana South,"Kolkata, Kolkata, West Bengal, 700 084, India",Kolkata,Kolkata,West Bengal,700084,board,ICSE,Day,Co-ed.,true,22.4627784,88.3799454,,https://locate.cisce.org/,2026-08-25
WB247,Rose Bank Edu - Care High School,"Madhyamgram, North 24 Parganas, West Bengal, 700 129, India",Madhyamgram,North 24 Parganas,West Bengal,700129,board,ICSE / ISC,Day,Co-ed.,true,22.6924004,88.4653367,,https://locate.cisce.org/,2026-08-25
WB248,West Point School,"Matigara, Darjeeling, West Bengal, 734 428, India",Matigara,Darjeeling,West Bengal,734428,board,ICSE / ISC,Day,Co-ed.,true,26.7223104,88.3810363,,https://locate.cisce.org/,2026-08-25
WB249,St. Luke's Day School,"Naihati, North 24 Parganas, West Bengal, 743 165, India",Naihati,North 24 Parganas,West Bengal,743165,board,ICSE / ISC,Day,Co-ed.,true,22.8895189,88.4219729,https://stlukesdayschool.in,https://locate.cisce.org/,2026-08-25
WB250,Akshar,"Kolkata, Kolkata, West Bengal, 700 027, India",Kolkata,Kolkata,West Bengal,700027,board,ICSE / ISC,Day,Co-ed.,true,22.5212002,88.3241138,https://www.aksharschool.org,https://locate.cisce.org/,2026-08-25
WB251,Asansol St. Anthony Secondary School,"Asansol, Purba Bardhaman, West Bengal, 713 304, India",Asansol,Purba Bardhaman,West Bengal,713304,board,ICSE,Day,Co-ed.,true,23.6892189,86.9499945,,https://locate.cisce.org/,2026-08-25
WB252,Temple Of Wisdom School,"DARJEELING, Darjeeling, West Bengal, 734 227, India",DARJEELING,Darjeeling,West Bengal,734227,board,ICSE,Day,Co-ed.,true,26.8605373,88.2035057,,https://locate.cisce.org/,2026-08-25
WB253,The Assembly Of God Church School,"DARJEELING, Darjeeling, West Bengal, 734 101, India",DARJEELING,Darjeeling,West Bengal,734101,board,ICSE / ISC,Day,Co-ed.,true,27.0489887,88.2701772,https://www.agcschooldarjeeling.com,https://locate.cisce.org/,2026-08-25
WB254,West End High School,"Jhargram, Paschim Medinipur, West Bengal, 721 507, India",Jhargram,Paschim Medinipur,West Bengal,721507,board,ICSE / ISC,Day,Co-ed.,true,22.4549909,86.9974385,https://westendhighschool.org,https://locate.cisce.org/,2026-08-25
WB255,North Point English Academy,"Jhaljhalia, Malda, West Bengal, 732 102, India",Jhaljhalia,Malda,West Bengal,732102,board,ICSE / ISC,Day,Co-ed.,true,25.0123375,88.1333594,https://northpointenglishacademy.org,https://locate.cisce.org/,2026-08-25
WB256,Vrindavan School,"Kalimpong, Darjeeling, West Bengal, 734 301, India",Kalimpong,Darjeeling,West Bengal,734301,board,ICSE / ISC,Day,Co-ed.,true,27.0593562,88.4694535,https://www.vrindavanschool.org,https://locate.cisce.org/,2026-08-25
WB257,Jogamaya Memorial Institute,"Singur, Hooghly, West Bengal, 712 409, India",Singur,Hooghly,West Bengal,712409,board,ICSE / ISC,Day,Co-ed.,true,22.8150138,88.2299383,https://jminstitute.org,https://locate.cisce.org/,2026-08-25
WB259,St. Michael's School,"Siliguri, Jalpaiguri, West Bengal, 734 001, India",Siliguri,Jalpaiguri,West Bengal,734001,board,ICSE,Day/Boarding,Co-ed.,true,26.7373778,88.4342567,https://www.smsslg.com,https://locate.cisce.org/,2026-08-25
WB260,Auxilium Convent School,"Barasat, North 24 Parganas, West Bengal, 700 124, India",Barasat,North 24 Parganas,West Bengal,700124,board,ICSE / ISC,Day,Co-ed.,true,22.7130449,88.5083234,https://auxiliumbarasat.org,https://locate.cisce.org/,2026-08-25
WB261,International Public School,"Jessore Road, North 24 Parganas, West Bengal, 700 133, India",Jessore Road,North 24 Parganas,West Bengal,700133,board,ICSE / ISC,Day,Co-ed.,true,22.6755994,88.4453835,,https://locate.cisce.org/,2026-08-25
WB262,Camellia School,"DARJEELING, Darjeeling, West Bengal, 734 101, India",DARJEELING,Darjeeling,West Bengal,734101,board,ICSE / ISC,Day,Co-ed.,true,27.0389546,88.2665455,,https://locate.cisce.org/,2026-08-25
WB263,Father Leblond School,"DARJEELING, Darjeeling, West Bengal, 734 426, India",DARJEELING,Darjeeling,West Bengal,734426,board,ICSE / ISC,Day/Residential,Co-ed.,true,27.0391914,88.2638831,,https://locate.cisce.org/,2026-08-25
WB264,St. Anthony's School,"Devnagar, Jalpaiguri, West Bengal, 735 101, India",Devnagar,Jalpaiguri,West Bengal,735101,board,ICSE / ISC,Day,Co-ed.,true,26.5108001,88.6940401,,https://locate.cisce.org/,2026-08-25
WB265,St. Joseph Day School,"Howrah, Howrah, West Bengal, 711 101, India",Howrah,Howrah,West Bengal,711101,board,ICSE / ISC,Day/Boarding,Co-ed.,true,22.5914828,88.3303523,http://www.stjosephdayschool.com/,https://locate.cisce.org/,2026-08-25
WB266,National English School,"Kolkata, Kolkata, West Bengal, 700 135, India",Kolkata,Kolkata,West Bengal,700135,board,ICSE / ISC,Day,Co-ed.,true,22.6232727,88.4948694,https://www.neschool.org,https://locate.cisce.org/,2026-08-25
WB267,St. Ann's Day School,"HOWRAH, Howrah, West Bengal, 711 101, India",HOWRAH,Howrah,West Bengal,711101,board,ICSE / ISC,Day,Co-ed.,true,22.58529,88.3286165,,https://locate.cisce.org/,2026-08-25
WB269,Dunlop English Medium School,"HOOGHLY, Hooghly, West Bengal, 712 104, India",HOOGHLY,Hooghly,West Bengal,712104,board,ICSE / ISC,Day,Co-ed.,true,22.9409824,88.3931154,,https://locate.cisce.org/,2026-08-25
WB270,Contai Public School,"Purba Medinipore, Purba Medinipur, West Bengal, 721 402, India",Purba Medinipore,Purba Medinipur,West Bengal,721402,board,ICSE / ISC,Day,Co-ed.,true,21.7745084,87.7476661,https://www.contaipublicschool.com,https://locate.cisce.org/,2026-08-25
WB271,The Scholar,"Islampur, Uttar Dinajpur, West Bengal, 733202, India",Islampur,Uttar Dinajpur,West Bengal,733202,board,ICSE / ISC,Day,Co-ed.,true,26.2640721,88.192571,,https://locate.cisce.org/,2026-08-25
WB272,Assembly Of Christ School,"Kolkata, Kolkata, West Bengal, 700120, India",Kolkata,Kolkata,West Bengal,700120,board,ICSE / ISC,Day/Residential,Co-ed.,true,22.5743545,88.3628734,https://www.assemblyofchristschool.com,https://locate.cisce.org/,2026-08-25
WB273,Holy Family School,"MURSHIDABAD, Murshidabad, West Bengal, 742 212, India",MURSHIDABAD,Murshidabad,West Bengal,742212,board,ICSE / ISC,Day,Co-ed.,true,24.7795182,87.9173676,https://holyfamilyschoolfarakka.in,https://locate.cisce.org/,2026-08-25
WB274,Shatavisha Public School,"Haripal, Hooghly, West Bengal, 712 405, India",Haripal,Hooghly,West Bengal,712405,board,ICSE / ISC,Day,Co-ed.,true,22.8399101,88.1352391,,https://locate.cisce.org/,2026-08-25
WB275,Maharishi Vidya Mandir,"Kolkata, Kolkata, West Bengal, 700 047, India",Kolkata,Kolkata,West Bengal,700047,board,ICSE / ISC,Day,Co-ed.,true,22.4871543,88.3511734,,https://locate.cisce.org/,2026-08-25
WB276,Delhi Public School Megacity,"Rajarhat, North 24 Parganas, West Bengal, 700 136, India",Rajarhat,North 24 Parganas,West Bengal,700136,board,ICSE / ISC,Day,Co-ed.,true,22.5905933,88.5045477,https://www.dpsmegacity.in,https://locate.cisce.org/,2026-08-25
WB277,Adamas International School,"Kolkata, Kolkata, West Bengal, 700 056, India",Kolkata,Kolkata,West Bengal,700056,board,ICSE / ISC,Day/Boarding,Co-ed.,true,22.664116,88.3753393,https://www.adamas.co.in,https://locate.cisce.org/,2026-08-25
WB278,Garden High School,"Kolkata, Kolkata, West Bengal, 700 107, India",Kolkata,Kolkata,West Bengal,700107,board,ICSE / ISC,Day,Co-ed.,true,22.5192909,88.392676,,https://locate.cisce.org/,2026-08-25
