cisce_code,name,address,locality,district,state,pincode,pincode_source,courses,classification,gender,on_current_register,latitude,longitude,website,source_url,captured_on
TN148,St.Thomas The Apostle School,"Thoothukudi, Thoothukudi, Tamil Nadu, 628002, India",Thoothukudi,Thoothukudi,Tamil Nadu,628002,board,ICSE,Day,Co-ed.,true,8.8182711,78.1366531,https://stthomastheapostle.in/,https://locate.cisce.org/,2026-08-25
TN149,Vikaasa Progressive School,"MADURAI, Madurai, Tamil Nadu, 625019, India",MADURAI,Madurai,Tamil Nadu,625019,board,ICSE,Day,Co-ed.,true,9.8656527,78.0228972,https://vikaasa.edu.in,https://locate.cisce.org/,2026-08-25
TN150,Vikaasa Jubilee School,"MADURAI, Madurai, Tamil Nadu, 625007, India",MADURAI,Madurai,Tamil Nadu,625007,board,ICSE,Day,Co-ed.,true,9.9523913,78.1455752,https://vikaasa.edu.in,https://locate.cisce.org/,2026-08-25
TN151,Grandprix Global School,"Pollachi, Coimbatore, Tamil Nadu, 642120, India",Pollachi,Coimbatore,Tamil Nadu,642120,board,ICSE,Day,Co-ed.,true,10.716756,77.1118407,,https://locate.cisce.org/,2026-08-25
TN152,Amazon Public School,"UDUMALPET, Tiruppur, Tamil Nadu, 642126, India",UDUMALPET,Tiruppur,Tamil Nadu,642126,board,ICSE,Day,Co-ed.,true,10.5833778,77.2523655,https://amazonpublicschool.org/,https://locate.cisce.org/,2026-08-25
TN153,St. Hilda's Boy's School,"OOTY, Nilgiris, Tamil Nadu, 643004, India",OOTY,Nilgiris,Tamil Nadu,643004,board,ICSE,Day/Boarding,Boys,true,11.3926649,76.6961305,,https://locate.cisce.org/,2026-08-25
TN154,Cluny Vidya Vihar,"PALACODE TK., Dharmapuri, Tamil Nadu, 636808, India",PALACODE TK.,Dharmapuri,Tamil Nadu,636808,board,ICSE,Day,Co-ed.,true,12.3045694,78.0729903,,https://locate.cisce.org/,2026-08-25
TN155,St Charles Icse School,"TIRUPATTUR, Vellore, Tamil Nadu, 635601, India",TIRUPATTUR,Vellore,Tamil Nadu,635601,board,ICSE,Day,Co-ed.,true,12.6425506,78.6793717,https://stcharlesicsetpt.com,https://locate.cisce.org/,2026-08-25
TN156,MOUNT VALLEY PUBLIC SCHOOL,"Tiruppur, Tiruppur, Tamil Nadu, 641664, India",Tiruppur,Tiruppur,Tamil Nadu,641664,board,ICSE,Day,Co-ed.,true,11.0474236,77.3041921,https://www.mountvalleypublicschool.com,https://locate.cisce.org/,2026-08-25
TN157,Ars Mother’s Gurukulam,"AYIKUDY Village, Tenkasi, Tamil Nadu, 627852, India",AYIKUDY Village,Tenkasi,Tamil Nadu,627852,board,ICSE,Day,Co-ed.,true,8.9986484,77.3424926,https://www.arsmothersgurukulam.com,https://locate.cisce.org/,2026-08-25
TN158,Kingston Icse School,"VELLORE, Vellore, Tamil Nadu, 632006, India",VELLORE,Vellore,Tamil Nadu,632006,board,ICSE,Day/Boarding,Co-ed.,false,12.9553071,79.1379682,https://www.icse.kingston.ac.in,https://locate.cisce.org/,2026-08-25
TN159,Darwin Public School,"Chennai, Chennai, Tamil Nadu, 600099, India",Chennai,Chennai,Tamil Nadu,600099,board,ICSE,Day,Co-ed.,false,13.1358208,80.1904501,https://www.darwinschool.com,https://locate.cisce.org/,2026-08-25
TN160,Shri Vijayalakshmi International School,"KARUR, Karur, Tamil Nadu, 639 205, India",KARUR,Karur,Tamil Nadu,639205,board,ICSE,Day,Co-ed.,false,10.7355891,77.8965672,,https://locate.cisce.org/,2026-08-25
TN161,Auxilium School Of Excellence,"NAGARCOIL, Kanyakumari, Tamil Nadu, 629501, India",NAGARCOIL,Kanyakumari,Tamil Nadu,629501,board,ICSE,Day,Co-ed.,false,8.1033456,77.4192758,,https://locate.cisce.org/,2026-08-25
TN162,The Oxford Continental School,"Ooty, Nilgiris, Tamil Nadu, 643001, India",Ooty,Nilgiris,Tamil Nadu,643001,board,ICSE,Day/Boarding,Co-ed.,false,11.4102038,76.6950324,https://www.oxfordcontinentalschool.com,https://locate.cisce.org/,2026-08-25
TR001,Holy Cross School,"Agartala, West Tripura, Tripura, 799 009, India",Agartala,West Tripura,Tripura,799009,board,ICSE / ISC,Day,Co-ed.,true,23.8754632,91.2830851,https://www.holycrossschoolagartala.in,https://locate.cisce.org/,2026-08-25
TR002,St. Paul's School,"Agartala, West Tripura, Tripura, 799 003, India",Agartala,West Tripura,Tripura,799003,board,ICSE / ISC,Residential,Co-ed.,true,23.811359,91.2793919,,https://locate.cisce.org/,2026-08-25
TR003,Holy Cross Convent School,"Post Box No. 08, North Tripura, Tripura, 799 250, India",Post Box No. 08,North Tripura,Tripura,799250,board,ICSE / ISC,Day,Co-ed.,true,24.3783242,92.1548473,,https://locate.cisce.org/,2026-08-25
TR004,St. Joseph School,"Agartala, West Tripura, Tripura, 799130, India",Agartala,West Tripura,Tripura,799130,board,ICSE / ISC,Day,Co-ed.,true,23.7237388,91.2673743,https://www.stjosephschoolgokulnagar.in/,https://locate.cisce.org/,2026-08-25
TS001,St. Pious X School,"Secunderabad, Hyderabad, Telangana, 500 010, India",Secunderabad,Hyderabad,Telangana,500010,board,ICSE,Day,Co-ed.,true,17.5007721,78.5020778,,https://locate.cisce.org/,2026-08-25
TS003,St. Patrick's High School,"Secunderabad, Hyderabad, Telangana, 500 003, India",Secunderabad,Hyderabad,Telangana,500003,board,ICSE / ISC,Day,Co-ed.,true,17.4386908,78.5004319,https://www.stpatrickshighschool.ac.in,https://locate.cisce.org/,2026-08-25
TS004,Johnson Grammar School,"Hyderabad, Ranga Reddy, Telangana, 501505, India",Hyderabad,Ranga Reddy,Telangana,501505,board,ICSE,Day,Co-ed.,true,17.3385273,78.6255225,https://jgslbngr.net/,https://locate.cisce.org/,2026-08-25
TS005,Gitanjali Vedika School,"Gandipet, Ranga Reddy, Telangana, 500089, India",Gandipet,Ranga Reddy,Telangana,500089,board,ICSE / ISC,Day,Co-ed.,true,17.3914451,78.3584972,http://www.gitanjalischools.com/,https://locate.cisce.org/,2026-08-25
TS006,St.Ann's High School,"Hyderabad, Ranga Reddy, Telangana, 500049, India",Hyderabad,Ranga Reddy,Telangana,500049,board,ICSE,Day,Co-ed.,true,17.4936856,78.3401293,,https://locate.cisce.org/,2026-08-25
TS007,Slate The School,"Hyderabad, Hyderabad, Telangana, 500043, India",Hyderabad,Hyderabad,Telangana,500043,board,ICSE,Day,Co-ed.,true,17.585799,78.403875,,https://locate.cisce.org/,2026-08-25
TS008,Johnson Grammar School,"Hyderabad, Hyderabad, Telangana, 500007, India",Hyderabad,Hyderabad,Telangana,500007,board,ICSE,Day,Co-ed.,true,17.414676,78.5383559,https://www.jgsicse.org,https://locate.cisce.org/,2026-08-25
TS009,St. Joseph's Public School,"Hyderabad, Ranga Reddy, Telangana, 501505, India",Hyderabad,Ranga Reddy,Telangana,501505,board,ICSE,Day,Co-ed.,true,17.3214382,78.5884403,https://www.sjpsvanasthalipuram.org,https://locate.cisce.org/,2026-08-25
TS010,Saint Mother Teresa High School,"HANAMKONDA, Hanamkonda, Telangana, 506004, India",HANAMKONDA,Hanamkonda,Telangana,506004,board,ICSE,Day,Co-ed.,true,17.9853193,79.5253458,,https://locate.cisce.org/,2026-08-25
TS011,St. Joseph's School,"Hyderabad, Medchal Malkajgiri, Telangana, 500092, India",Hyderabad,Medchal Malkajgiri,Telangana,500092,board,ICSE,Day,Co-ed.,true,17.4021985,78.4890784,https://www.sjsboduppal.org,https://locate.cisce.org/,2026-08-25
TS012,St. Arnold's High School,"Hyderabad, Sangareddy, Telangana, 502032, India",Hyderabad,Sangareddy,Telangana,502032,board,ICSE,Day,Co-ed.,true,17.4935353,78.3162168,https://www.starnolds.org,https://locate.cisce.org/,2026-08-25
UP001,St. George's College,"Agra Cantt., Agra, Uttar Pradesh, 282 001, India",Agra Cantt.,Agra,Uttar Pradesh,282001,board,ICSE / ISC,Day,Co-ed.,true,27.1595879,78.0083479,,https://locate.cisce.org/,2026-08-25
UP002,St. Peter's College,"Civil Lines, Agra, Uttar Pradesh, 282 003, India",Civil Lines,Agra,Uttar Pradesh,282003,board,ICSE / ISC,Day,Boys,true,27.2015049,78.0085164,https://www.stpetersagra.org,https://locate.cisce.org/,2026-08-25
UP003,St. Patrick's Junior College,"Wazirpura Road, Agra, Uttar Pradesh, 282 003, India",Wazirpura Road,Agra,Uttar Pradesh,282003,board,ICSE / ISC,Day,Girls,true,27.2015049,78.0085164,https://stpatricksjuniorcollege.org,https://locate.cisce.org/,2026-08-25
UP004,St. Paul's Church College,"Kandhari Road, Agra, Uttar Pradesh, 282 002, India",Kandhari Road,Agra,Uttar Pradesh,282002,board,ICSE / ISC,Day,Co-ed.,true,27.2073735,77.9914669,https://www.stpaulsagra.org,https://locate.cisce.org/,2026-08-25
UP005,St. Conrad's Inter College,"AGRA, Agra, Uttar Pradesh, 282 007, India",AGRA,Agra,Uttar Pradesh,282007,board,ICSE / ISC,Day,Co-ed.,true,27.2099214,77.9659533,https://www.conrads.in,https://locate.cisce.org/,2026-08-25
